,lsat,pass_bar,bar
1966,39.5,1.0,b'a Passed 1st time'
1967,37.5,1.0,b'b Passed 2nd time'
1968,33.0,1.0,b'a Passed 1st time'
1969,43.0,1.0,b'a Passed 1st time'
1970,40.0,1.0,b'a Passed 1st time'
1971,34.5,1.0,b'a Passed 1st time'
1972,40.0,1.0,b'a Passed 1st time'
1973,42.0,1.0,b'a Passed 1st time'
1975,31.0,1.0,b'a Passed 1st time'
1976,33.0,1.0,b'a Passed 1st time'
1977,37.0,1.0,b'a Passed 1st time'
1979,42.0,1.0,b'a Passed 1st time'
1980,44.0,1.0,b'a Passed 1st time'
1981,39.0,1.0,b'a Passed 1st time'
1982,40.0,1.0,b'a Passed 1st time'
1983,45.0,1.0,b'a Passed 1st time'
1984,28.0,1.0,b'a Passed 1st time'
1986,39.5,1.0,b'b Passed 2nd time'
1987,32.5,1.0,b'a Passed 1st time'
1988,35.0,1.0,b'a Passed 1st time'
1989,34.0,1.0,b'a Passed 1st time'
1990,39.0,1.0,b'a Passed 1st time'
1992,40.0,1.0,b'a Passed 1st time'
1993,38.0,1.0,b'a Passed 1st time'
1994,37.0,1.0,b'a Passed 1st time'
1995,36.0,1.0,b'a Passed 1st time'
1996,34.0,1.0,b'a Passed 1st time'
1997,30.0,1.0,b'b Passed 2nd time'
1998,33.0,1.0,b'a Passed 1st time'
1999,25.0,0.0,b'c Failed'
2002,30.0,1.0,b'a Passed 1st time'
2003,40.0,1.0,b'a Passed 1st time'
2004,39.0,1.0,b'a Passed 1st time'
2005,34.5,1.0,b'a Passed 1st time'
2006,40.0,1.0,b'a Passed 1st time'
2007,31.5,1.0,b'b Passed 2nd time'
2008,26.0,1.0,b'a Passed 1st time'
2010,36.0,1.0,b'a Passed 1st time'
2011,33.0,1.0,b'b Passed 2nd time'
2012,38.0,1.0,b'a Passed 1st time'
2016,27.5,1.0,b'a Passed 1st time'
2017,42.0,1.0,b'a Passed 1st time'
2019,32.0,1.0,b'a Passed 1st time'
2020,33.0,1.0,b'a Passed 1st time'
2021,48.0,1.0,b'b Passed 2nd time'
2022,44.0,1.0,b'a Passed 1st time'
2023,34.0,1.0,b'a Passed 1st time'
2026,47.0,1.0,b'a Passed 1st time'
2027,38.0,1.0,b'a Passed 1st time'
2028,45.0,1.0,b'a Passed 1st time'
2029,34.0,1.0,b'a Passed 1st time'
2030,40.5,1.0,b'a Passed 1st time'
2031,34.0,1.0,b'a Passed 1st time'
2032,40.0,1.0,b'a Passed 1st time'
2033,36.0,1.0,b'a Passed 1st time'
2034,31.5,1.0,b'a Passed 1st time'
2035,33.0,1.0,b'a Passed 1st time'
2036,27.0,1.0,b'a Passed 1st time'
2038,43.0,1.0,b'a Passed 1st time'
2039,37.5,1.0,b'b Passed 2nd time'
2040,45.0,1.0,b'a Passed 1st time'
2041,34.0,1.0,b'a Passed 1st time'
2043,35.0,1.0,b'a Passed 1st time'
2044,33.0,1.0,b'a Passed 1st time'
2045,24.7,1.0,b'b Passed 2nd time'
2046,33.5,1.0,b'a Passed 1st time'
2047,33.0,1.0,b'a Passed 1st time'
2048,32.0,1.0,b'a Passed 1st time'
2049,41.0,1.0,b'a Passed 1st time'
2050,39.0,1.0,b'a Passed 1st time'
2051,28.0,1.0,b'b Passed 2nd time'
2052,39.0,1.0,b'a Passed 1st time'
2053,39.0,1.0,b'a Passed 1st time'
2055,37.0,1.0,b'a Passed 1st time'
2056,36.0,1.0,b'a Passed 1st time'
2057,43.0,1.0,b'a Passed 1st time'
2058,36.0,1.0,b'a Passed 1st time'
2059,37.0,1.0,b'a Passed 1st time'
2060,40.0,1.0,b'a Passed 1st time'
2061,48.0,1.0,b'a Passed 1st time'
2063,35.0,1.0,b'a Passed 1st time'
2064,37.0,1.0,b'a Passed 1st time'
2065,36.0,1.0,b'a Passed 1st time'
2066,34.0,1.0,b'a Passed 1st time'
2067,40.0,1.0,b'a Passed 1st time'
2068,41.0,1.0,b'a Passed 1st time'
2069,38.0,1.0,b'a Passed 1st time'
2070,33.5,1.0,b'a Passed 1st time'
2071,39.0,1.0,b'a Passed 1st time'
2072,44.0,1.0,b'a Passed 1st time'
2074,34.0,1.0,b'a Passed 1st time'
2076,37.0,1.0,b'b Passed 2nd time'
2077,34.0,1.0,b'a Passed 1st time'
2078,36.0,1.0,b'a Passed 1st time'
2079,36.5,1.0,b'a Passed 1st time'
2081,39.0,1.0,b'a Passed 1st time'
2082,35.0,1.0,b'a Passed 1st time'
2083,34.5,1.0,b'a Passed 1st time'
2084,37.0,1.0,b'a Passed 1st time'
2085,38.0,0.0,b'c Failed'
2086,47.0,1.0,b'a Passed 1st time'
2087,32.0,1.0,b'a Passed 1st time'
2088,43.0,1.0,b'a Passed 1st time'
2090,34.0,1.0,b'a Passed 1st time'
2091,37.0,1.0,b'a Passed 1st time'
2092,32.0,0.0,b'c Failed'
2093,45.0,1.0,b'a Passed 1st time'
2096,27.5,1.0,b'a Passed 1st time'
2097,32.5,1.0,b'a Passed 1st time'
2098,31.5,1.0,b'a Passed 1st time'
2099,36.0,1.0,b'a Passed 1st time'
2100,33.0,1.0,b'a Passed 1st time'
2101,30.0,1.0,b'a Passed 1st time'
2102,37.0,1.0,b'a Passed 1st time'
2103,31.0,1.0,b'a Passed 1st time'
2104,36.0,1.0,b'a Passed 1st time'
2106,34.5,1.0,b'a Passed 1st time'
2107,39.0,1.0,b'a Passed 1st time'
2108,46.0,1.0,b'a Passed 1st time'
2110,32.0,1.0,b'a Passed 1st time'
2111,31.5,1.0,b'a Passed 1st time'
2112,34.0,1.0,b'a Passed 1st time'
2113,24.3,1.0,b'a Passed 1st time'
2114,41.0,1.0,b'a Passed 1st time'
2115,42.0,1.0,b'a Passed 1st time'
2117,39.0,1.0,b'a Passed 1st time'
2118,36.0,1.0,b'a Passed 1st time'
2119,30.0,0.0,b'c Failed'
2120,40.0,1.0,b'b Passed 2nd time'
2121,33.0,1.0,b'a Passed 1st time'
2122,32.0,1.0,b'a Passed 1st time'
2123,47.0,1.0,b'a Passed 1st time'
2124,42.0,1.0,b'a Passed 1st time'
2125,32.0,1.0,b'a Passed 1st time'
2126,33.0,1.0,b'a Passed 1st time'
2127,44.0,1.0,b'a Passed 1st time'
2130,39.0,1.0,b'a Passed 1st time'
2131,42.0,1.0,b'a Passed 1st time'
2132,46.0,1.0,b'a Passed 1st time'
2133,39.0,1.0,b'a Passed 1st time'
2136,41.0,1.0,b'a Passed 1st time'
2137,46.0,1.0,b'a Passed 1st time'
2138,42.0,1.0,b'a Passed 1st time'
2139,28.0,1.0,b'a Passed 1st time'
2140,36.0,1.0,b'a Passed 1st time'
2141,37.0,1.0,b'a Passed 1st time'
2142,34.0,1.0,b'a Passed 1st time'
2144,27.0,1.0,b'a Passed 1st time'
2145,33.0,1.0,b'a Passed 1st time'
2146,40.0,0.0,b'c Failed'
2147,35.0,0.0,b'c Failed'
2148,32.5,1.0,b'a Passed 1st time'
2149,33.0,1.0,b'a Passed 1st time'
2150,31.0,1.0,b'b Passed 2nd time'
2152,46.0,1.0,b'a Passed 1st time'
2153,40.0,1.0,b'a Passed 1st time'
2154,38.0,1.0,b'a Passed 1st time'
2155,30.0,1.0,b'a Passed 1st time'
2156,41.0,1.0,b'a Passed 1st time'
2157,40.0,1.0,b'a Passed 1st time'
2158,32.0,1.0,b'a Passed 1st time'
2159,28.0,1.0,b'a Passed 1st time'
2160,43.0,1.0,b'a Passed 1st time'
2161,40.0,1.0,b'a Passed 1st time'
2162,31.5,1.0,b'a Passed 1st time'
2163,38.0,1.0,b'a Passed 1st time'
2164,40.0,1.0,b'a Passed 1st time'
2165,29.0,1.0,b'a Passed 1st time'
2169,39.0,1.0,b'a Passed 1st time'
2170,38.0,1.0,b'a Passed 1st time'
2171,37.0,1.0,b'a Passed 1st time'
2175,35.0,1.0,b'a Passed 1st time'
2177,20.0,1.0,b'a Passed 1st time'
2178,45.0,1.0,b'a Passed 1st time'
2180,36.0,1.0,b'a Passed 1st time'
2181,36.0,1.0,b'a Passed 1st time'
2183,39.5,1.0,b'a Passed 1st time'
2184,31.0,1.0,b'a Passed 1st time'
2185,44.0,1.0,b'a Passed 1st time'
2186,42.0,1.0,b'a Passed 1st time'
2187,46.0,1.0,b'a Passed 1st time'
2188,42.0,1.0,b'a Passed 1st time'
2189,29.5,0.0,b'c Failed'
2190,40.0,1.0,b'a Passed 1st time'
2191,27.0,1.0,b'a Passed 1st time'
2192,43.0,1.0,b'a Passed 1st time'
2193,39.0,1.0,b'a Passed 1st time'
2194,33.0,1.0,b'a Passed 1st time'
2196,17.0,0.0,b'c Failed'
2197,36.0,1.0,b'a Passed 1st time'
2198,29.0,0.0,b'c Failed'
2199,42.0,1.0,b'a Passed 1st time'
2200,40.0,1.0,b'a Passed 1st time'
2201,33.0,1.0,b'a Passed 1st time'
2202,47.0,1.0,b'a Passed 1st time'
2204,32.0,1.0,b'a Passed 1st time'
2205,31.0,1.0,b'a Passed 1st time'
2206,33.0,1.0,b'a Passed 1st time'
2207,43.0,1.0,b'a Passed 1st time'
2208,30.0,0.0,b'c Failed'
2209,39.0,1.0,b'a Passed 1st time'
2210,33.0,1.0,b'a Passed 1st time'
2211,36.0,1.0,b'a Passed 1st time'
2212,40.0,1.0,b'a Passed 1st time'
2213,37.0,1.0,b'a Passed 1st time'
2214,35.0,1.0,b'a Passed 1st time'
2216,34.0,1.0,b'a Passed 1st time'
2217,33.0,1.0,b'a Passed 1st time'
2218,44.0,1.0,b'a Passed 1st time'
2219,23.0,0.0,b'c Failed'
2220,,1.0,b'a Passed 1st time'
2221,42.0,1.0,b'a Passed 1st time'
2222,31.0,1.0,b'a Passed 1st time'
2223,32.0,1.0,b'a Passed 1st time'
2224,40.0,1.0,b'a Passed 1st time'
2225,26.0,1.0,b'a Passed 1st time'
2226,41.0,1.0,b'a Passed 1st time'
2227,26.0,0.0,b'c Failed'
2228,33.0,1.0,b'a Passed 1st time'
2229,36.0,1.0,b'a Passed 1st time'
2230,38.0,1.0,b'a Passed 1st time'
2231,39.0,1.0,b'a Passed 1st time'
2232,44.0,1.0,b'a Passed 1st time'
2233,40.0,1.0,b'a Passed 1st time'
2234,20.0,0.0,b'c Failed'
2235,26.0,1.0,b'b Passed 2nd time'
2236,37.0,1.0,b'a Passed 1st time'
2237,39.0,1.0,b'a Passed 1st time'
2238,39.0,1.0,b'a Passed 1st time'
2239,35.0,1.0,b'a Passed 1st time'
2240,26.0,0.0,b'c Failed'
2241,37.0,1.0,b'a Passed 1st time'
2242,25.0,1.0,b'b Passed 2nd time'
2243,39.0,1.0,b'a Passed 1st time'
2244,40.0,1.0,b'a Passed 1st time'
2245,36.0,1.0,b'b Passed 2nd time'
2246,41.0,1.0,b'a Passed 1st time'
2247,35.0,1.0,b'a Passed 1st time'
2248,34.0,1.0,b'a Passed 1st time'
2249,36.0,1.0,b'a Passed 1st time'
2251,42.0,1.0,b'a Passed 1st time'
2252,37.0,1.0,b'a Passed 1st time'
2253,37.5,1.0,b'a Passed 1st time'
2254,36.0,1.0,b'a Passed 1st time'
2255,30.5,1.0,b'a Passed 1st time'
2256,40.0,1.0,b'a Passed 1st time'
2257,32.0,1.0,b'a Passed 1st time'
2258,45.0,1.0,b'a Passed 1st time'
2259,35.5,1.0,b'a Passed 1st time'
2260,27.0,1.0,b'a Passed 1st time'
2262,40.0,1.0,b'a Passed 1st time'
2265,30.0,1.0,b'a Passed 1st time'
2267,28.5,1.0,b'a Passed 1st time'
2268,30.0,1.0,b'a Passed 1st time'
2269,39.0,1.0,b'a Passed 1st time'
2270,34.0,1.0,b'a Passed 1st time'
2271,37.0,1.0,b'a Passed 1st time'
2272,34.0,1.0,b'a Passed 1st time'
2273,21.0,1.0,b'a Passed 1st time'
2274,38.0,1.0,b'a Passed 1st time'
2275,26.0,1.0,b'a Passed 1st time'
2276,34.0,1.0,b'a Passed 1st time'
2277,33.0,1.0,b'a Passed 1st time'
2279,34.0,1.0,b'a Passed 1st time'
2280,35.0,1.0,b'b Passed 2nd time'
2281,41.0,1.0,b'a Passed 1st time'
2282,42.0,1.0,b'a Passed 1st time'
2283,41.0,1.0,b'a Passed 1st time'
2284,36.0,1.0,b'a Passed 1st time'
2285,30.0,1.0,b'a Passed 1st time'
2286,32.0,0.0,b'c Failed'
2287,35.0,1.0,b'a Passed 1st time'
2291,42.0,1.0,b'a Passed 1st time'
2292,40.0,1.0,b'a Passed 1st time'
2293,21.0,1.0,b'b Passed 2nd time'
2294,35.0,1.0,b'a Passed 1st time'
2295,41.0,1.0,b'a Passed 1st time'
2296,38.0,1.0,b'a Passed 1st time'
2297,37.0,1.0,b'a Passed 1st time'
2298,28.0,1.0,b'a Passed 1st time'
2299,30.0,0.0,b'c Failed'
2300,32.0,1.0,b'a Passed 1st time'
2301,35.0,1.0,b'a Passed 1st time'
2302,47.0,1.0,b'a Passed 1st time'
2303,48.0,1.0,b'a Passed 1st time'
2304,43.0,1.0,b'a Passed 1st time'
2305,35.5,1.0,b'a Passed 1st time'
2307,42.0,1.0,b'a Passed 1st time'
2309,37.0,1.0,b'a Passed 1st time'
2310,37.0,1.0,b'a Passed 1st time'
2311,24.0,0.0,b'c Failed'
2312,31.5,1.0,b'a Passed 1st time'
2314,42.0,1.0,b'a Passed 1st time'
2315,39.0,1.0,b'a Passed 1st time'
2317,32.0,1.0,b'a Passed 1st time'
2318,30.5,1.0,b'a Passed 1st time'
2319,26.0,1.0,b'a Passed 1st time'
2320,40.0,1.0,b'a Passed 1st time'
2321,33.0,1.0,b'a Passed 1st time'
2322,40.0,1.0,b'a Passed 1st time'
2323,31.0,1.0,b'a Passed 1st time'
2324,36.0,1.0,b'b Passed 2nd time'
2325,37.0,1.0,b'a Passed 1st time'
2326,32.0,1.0,b'a Passed 1st time'
2327,43.0,1.0,b'a Passed 1st time'
2328,34.0,1.0,b'a Passed 1st time'
2329,30.0,1.0,b'a Passed 1st time'
2330,14.0,1.0,b'a Passed 1st time'
2331,37.0,1.0,b'b Passed 2nd time'
2332,40.0,1.0,b'a Passed 1st time'
2333,36.0,1.0,b'a Passed 1st time'
2334,35.0,1.0,b'a Passed 1st time'
2335,27.0,1.0,b'a Passed 1st time'
2336,44.0,1.0,b'a Passed 1st time'
2337,23.0,1.0,b'a Passed 1st time'
2338,36.0,1.0,b'a Passed 1st time'
2339,38.3,1.0,b'a Passed 1st time'
2340,48.0,1.0,b'a Passed 1st time'
2341,38.0,1.0,b'a Passed 1st time'
2343,35.5,1.0,b'a Passed 1st time'
2345,33.0,1.0,b'a Passed 1st time'
2346,42.0,1.0,b'a Passed 1st time'
2347,40.0,1.0,b'a Passed 1st time'
2348,40.0,1.0,b'a Passed 1st time'
2349,40.0,1.0,b'a Passed 1st time'
2351,38.0,1.0,b'a Passed 1st time'
2352,34.0,1.0,b'a Passed 1st time'
2353,37.0,1.0,b'a Passed 1st time'
2354,42.0,1.0,b'a Passed 1st time'
2355,45.0,1.0,b'a Passed 1st time'
2356,43.0,1.0,b'a Passed 1st time'
2357,44.0,1.0,b'a Passed 1st time'
2358,39.0,1.0,b'a Passed 1st time'
2359,32.0,1.0,b'a Passed 1st time'
2360,38.0,1.0,b'a Passed 1st time'
2361,47.0,1.0,b'a Passed 1st time'
2362,31.0,1.0,b'a Passed 1st time'
2363,28.0,1.0,b'a Passed 1st time'
2365,39.0,1.0,b'a Passed 1st time'
2366,35.0,1.0,b'a Passed 1st time'
2368,30.0,1.0,b'a Passed 1st time'
2370,40.0,1.0,b'a Passed 1st time'
2371,37.0,1.0,b'a Passed 1st time'
2372,39.0,1.0,b'a Passed 1st time'
2373,32.0,1.0,b'a Passed 1st time'
2374,29.0,1.0,b'b Passed 2nd time'
2375,24.0,1.0,b'a Passed 1st time'
2376,31.0,1.0,b'a Passed 1st time'
2377,39.0,1.0,b'a Passed 1st time'
2378,40.0,1.0,b'a Passed 1st time'
2379,44.0,1.0,b'a Passed 1st time'
2381,32.0,1.0,b'a Passed 1st time'
2382,38.0,1.0,b'a Passed 1st time'
2383,21.0,1.0,b'a Passed 1st time'
2384,37.0,1.0,b'a Passed 1st time'
2385,42.0,1.0,b'a Passed 1st time'
2387,46.0,1.0,b'a Passed 1st time'
2390,25.0,1.0,b'a Passed 1st time'
2391,35.0,1.0,b'a Passed 1st time'
2392,30.0,1.0,b'a Passed 1st time'
2393,40.0,1.0,b'a Passed 1st time'
2394,31.0,1.0,b'a Passed 1st time'
2395,36.0,1.0,b'a Passed 1st time'
2396,38.0,1.0,b'a Passed 1st time'
2397,34.0,1.0,b'a Passed 1st time'
2399,34.3,1.0,b'a Passed 1st time'
2400,39.0,1.0,b'a Passed 1st time'
2401,28.0,1.0,b'a Passed 1st time'
2402,37.0,1.0,b'a Passed 1st time'
2403,44.0,1.0,b'a Passed 1st time'
2405,,1.0,b'a Passed 1st time'
2406,28.0,1.0,b'a Passed 1st time'
2407,33.0,1.0,b'a Passed 1st time'
2408,44.0,1.0,b'a Passed 1st time'
2409,40.0,1.0,b'a Passed 1st time'
2410,35.0,0.0,b'c Failed'
2411,44.0,1.0,b'a Passed 1st time'
2412,46.0,1.0,b'a Passed 1st time'
2413,48.0,1.0,b'a Passed 1st time'
2414,48.0,1.0,b'a Passed 1st time'
2416,28.5,1.0,b'a Passed 1st time'
2417,28.5,1.0,b'b Passed 2nd time'
2418,32.0,0.0,b'c Failed'
2419,34.0,1.0,b'a Passed 1st time'
2421,37.0,1.0,b'a Passed 1st time'
2422,31.0,1.0,b'b Passed 2nd time'
2424,42.0,1.0,b'a Passed 1st time'
2425,36.0,1.0,b'a Passed 1st time'
2426,30.0,0.0,b'c Failed'
2427,40.0,1.0,b'b Passed 2nd time'
2428,39.0,1.0,b'a Passed 1st time'
2429,37.0,1.0,b'a Passed 1st time'
2430,33.0,1.0,b'a Passed 1st time'
2431,41.0,1.0,b'a Passed 1st time'
2433,41.0,1.0,b'a Passed 1st time'
2434,,1.0,b'a Passed 1st time'
2435,37.0,1.0,b'a Passed 1st time'
2436,42.0,1.0,b'a Passed 1st time'
2437,41.0,1.0,b'a Passed 1st time'
2438,42.0,1.0,b'a Passed 1st time'
2440,27.0,1.0,b'a Passed 1st time'
2443,23.5,1.0,b'a Passed 1st time'
2444,42.0,0.0,b'c Failed'
2445,38.0,1.0,b'a Passed 1st time'
2446,46.0,1.0,b'a Passed 1st time'
2447,41.0,1.0,b'a Passed 1st time'
2449,40.0,1.0,b'a Passed 1st time'
2450,31.0,1.0,b'a Passed 1st time'
2451,30.0,1.0,b'a Passed 1st time'
2452,34.0,1.0,b'a Passed 1st time'
2453,45.0,1.0,b'a Passed 1st time'
2454,28.0,1.0,b'a Passed 1st time'
2456,37.0,1.0,b'a Passed 1st time'
2457,44.0,1.0,b'a Passed 1st time'
2458,39.0,1.0,b'a Passed 1st time'
2459,40.0,1.0,b'a Passed 1st time'
2460,35.0,1.0,b'a Passed 1st time'
2462,41.0,0.0,b'c Failed'
2463,36.0,1.0,b'a Passed 1st time'
2464,36.0,1.0,b'b Passed 2nd time'
2465,28.5,1.0,b'a Passed 1st time'
2466,42.0,1.0,b'a Passed 1st time'
2467,36.0,1.0,b'a Passed 1st time'
2468,42.0,1.0,b'a Passed 1st time'
2469,42.0,1.0,b'a Passed 1st time'
2470,42.0,1.0,b'a Passed 1st time'
2471,42.0,1.0,b'a Passed 1st time'
2474,26.7,1.0,b'a Passed 1st time'
2475,45.0,1.0,b'a Passed 1st time'
2476,35.0,1.0,b'a Passed 1st time'
2477,41.0,1.0,b'a Passed 1st time'
2478,37.5,1.0,b'a Passed 1st time'
2479,38.0,1.0,b'a Passed 1st time'
2480,35.0,0.0,b'c Failed'
2481,39.0,1.0,b'a Passed 1st time'
2482,26.0,0.0,b'c Failed'
2483,45.0,1.0,b'a Passed 1st time'
2484,41.0,1.0,b'a Passed 1st time'
2485,27.0,1.0,b'a Passed 1st time'
2486,47.0,1.0,b'a Passed 1st time'
2487,38.0,1.0,b'a Passed 1st time'
2489,45.0,1.0,b'a Passed 1st time'
2490,34.0,1.0,b'a Passed 1st time'
2491,35.0,1.0,b'a Passed 1st time'
2492,32.0,1.0,b'a Passed 1st time'
2493,27.0,0.0,b'c Failed'
2494,41.0,1.0,b'a Passed 1st time'
2495,30.0,1.0,b'a Passed 1st time'
2496,42.0,1.0,b'a Passed 1st time'
2497,40.0,1.0,b'a Passed 1st time'
2498,37.0,0.0,b'c Failed'
2499,32.0,1.0,b'a Passed 1st time'
2501,36.0,1.0,b'a Passed 1st time'
2502,41.0,1.0,b'a Passed 1st time'
2503,35.0,1.0,b'a Passed 1st time'
2504,37.0,1.0,b'a Passed 1st time'
2505,39.0,1.0,b'a Passed 1st time'
2506,30.0,1.0,b'b Passed 2nd time'
2507,27.5,1.0,b'a Passed 1st time'
2508,35.0,1.0,b'b Passed 2nd time'
2509,39.0,1.0,b'a Passed 1st time'
2510,39.0,1.0,b'a Passed 1st time'
2511,41.0,1.0,b'a Passed 1st time'
2512,35.0,1.0,b'a Passed 1st time'
2513,37.0,1.0,b'b Passed 2nd time'
2514,40.0,1.0,b'a Passed 1st time'
2515,38.0,1.0,b'a Passed 1st time'
2516,38.0,1.0,b'a Passed 1st time'
2517,40.0,1.0,b'a Passed 1st time'
2518,37.5,1.0,b'a Passed 1st time'
2520,35.0,1.0,b'a Passed 1st time'
2521,37.0,1.0,b'a Passed 1st time'
2522,40.0,1.0,b'a Passed 1st time'
2523,39.0,1.0,b'a Passed 1st time'
2524,39.0,1.0,b'a Passed 1st time'
2525,43.0,1.0,b'a Passed 1st time'
2526,36.5,1.0,b'a Passed 1st time'
2527,34.0,1.0,b'a Passed 1st time'
2528,36.0,1.0,b'a Passed 1st time'
2529,36.0,1.0,b'a Passed 1st time'
2530,38.0,1.0,b'a Passed 1st time'
2531,36.0,1.0,b'b Passed 2nd time'
2532,35.0,1.0,b'a Passed 1st time'
2533,40.0,1.0,b'a Passed 1st time'
2534,38.0,1.0,b'a Passed 1st time'
2536,36.0,1.0,b'a Passed 1st time'
2539,34.0,1.0,b'a Passed 1st time'
2540,31.0,0.0,b'c Failed'
2542,36.0,1.0,b'a Passed 1st time'
2543,35.5,1.0,b'a Passed 1st time'
2544,25.5,1.0,b'a Passed 1st time'
2545,41.0,1.0,b'a Passed 1st time'
2546,26.5,1.0,b'b Passed 2nd time'
2548,37.0,1.0,b'a Passed 1st time'
2549,39.0,1.0,b'a Passed 1st time'
2550,40.5,1.0,b'a Passed 1st time'
2551,44.0,1.0,b'a Passed 1st time'
2552,39.0,1.0,b'a Passed 1st time'
2553,38.0,1.0,b'a Passed 1st time'
2554,39.0,1.0,b'a Passed 1st time'
2555,33.0,1.0,b'a Passed 1st time'
2556,39.0,1.0,b'a Passed 1st time'
2557,34.5,1.0,b'a Passed 1st time'
2558,14.5,0.0,b'c Failed'
2559,34.0,1.0,b'a Passed 1st time'
2560,39.0,0.0,b'c Failed'
2562,33.0,1.0,b'a Passed 1st time'
2564,36.0,1.0,b'a Passed 1st time'
2565,33.0,1.0,b'a Passed 1st time'
2568,20.0,1.0,b'a Passed 1st time'
2569,42.0,1.0,b'a Passed 1st time'
2570,48.0,1.0,b'a Passed 1st time'
2571,39.5,1.0,b'a Passed 1st time'
2572,40.0,1.0,b'a Passed 1st time'
2574,34.0,1.0,b'a Passed 1st time'
2575,34.0,1.0,b'a Passed 1st time'
2576,46.0,1.0,b'a Passed 1st time'
2577,38.0,1.0,b'a Passed 1st time'
2578,39.0,1.0,b'a Passed 1st time'
2579,25.0,1.0,b'b Passed 2nd time'
2580,39.0,1.0,b'a Passed 1st time'
2581,34.0,1.0,b'a Passed 1st time'
2582,33.0,1.0,b'a Passed 1st time'
2584,35.0,1.0,b'a Passed 1st time'
2585,38.0,1.0,b'b Passed 2nd time'
2586,35.0,1.0,b'a Passed 1st time'
2587,30.0,1.0,b'a Passed 1st time'
2588,32.0,1.0,b'a Passed 1st time'
2589,44.0,1.0,b'a Passed 1st time'
2590,30.0,1.0,b'a Passed 1st time'
2591,25.0,0.0,b'c Failed'
2592,48.0,1.0,b'a Passed 1st time'
2593,36.5,1.0,b'a Passed 1st time'
2594,45.0,1.0,b'a Passed 1st time'
2595,47.0,1.0,b'a Passed 1st time'
2596,33.5,1.0,b'a Passed 1st time'
2597,41.0,1.0,b'b Passed 2nd time'
2598,32.0,1.0,b'a Passed 1st time'
2599,25.0,1.0,b'b Passed 2nd time'
2600,32.0,1.0,b'a Passed 1st time'
2601,32.0,1.0,b'a Passed 1st time'
2602,37.0,1.0,b'a Passed 1st time'
2603,39.0,1.0,b'a Passed 1st time'
2604,35.0,1.0,b'a Passed 1st time'
2605,37.0,1.0,b'a Passed 1st time'
2606,31.0,1.0,b'a Passed 1st time'
2608,40.0,1.0,b'a Passed 1st time'
2610,33.5,1.0,b'a Passed 1st time'
2611,39.0,1.0,b'a Passed 1st time'
2612,25.0,1.0,b'b Passed 2nd time'
2613,35.3,1.0,b'a Passed 1st time'
2615,36.0,1.0,b'a Passed 1st time'
2616,34.0,1.0,b'a Passed 1st time'
2617,22.7,1.0,b'a Passed 1st time'
2618,40.0,1.0,b'a Passed 1st time'
2619,38.5,1.0,b'a Passed 1st time'
2620,41.0,1.0,b'a Passed 1st time'
2621,46.0,1.0,b'a Passed 1st time'
2622,44.0,1.0,b'a Passed 1st time'
2623,41.0,1.0,b'a Passed 1st time'
2624,42.0,0.0,b'c Failed'
2625,42.0,1.0,b'a Passed 1st time'
2626,35.0,1.0,b'a Passed 1st time'
2627,29.0,1.0,b'a Passed 1st time'
2629,34.0,1.0,b'a Passed 1st time'
2630,42.0,1.0,b'a Passed 1st time'
2631,37.0,1.0,b'a Passed 1st time'
2632,40.0,1.0,b'a Passed 1st time'
2633,41.0,1.0,b'a Passed 1st time'
2636,39.0,1.0,b'a Passed 1st time'
2637,35.0,1.0,b'a Passed 1st time'
2638,46.0,1.0,b'a Passed 1st time'
2639,41.0,1.0,b'a Passed 1st time'
2640,43.0,1.0,b'a Passed 1st time'
2641,43.0,1.0,b'a Passed 1st time'
2642,32.5,1.0,b'a Passed 1st time'
2643,40.5,1.0,b'a Passed 1st time'
2644,37.0,1.0,b'a Passed 1st time'
2646,34.0,1.0,b'a Passed 1st time'
2648,33.0,1.0,b'b Passed 2nd time'
2649,40.0,1.0,b'a Passed 1st time'
2650,37.0,1.0,b'a Passed 1st time'
2651,38.0,1.0,b'a Passed 1st time'
2652,29.0,0.0,b'c Failed'
2653,39.0,1.0,b'a Passed 1st time'
2654,43.0,1.0,b'a Passed 1st time'
2657,45.0,1.0,b'a Passed 1st time'
2658,23.0,1.0,b'a Passed 1st time'
2661,29.0,0.0,b'c Failed'
2662,42.0,1.0,b'a Passed 1st time'
2663,32.5,1.0,b'b Passed 2nd time'
2664,43.0,1.0,b'a Passed 1st time'
2665,32.0,0.0,b'c Failed'
2666,45.0,1.0,b'a Passed 1st time'
2667,28.0,1.0,b'b Passed 2nd time'
2668,36.0,1.0,b'a Passed 1st time'
2669,42.0,1.0,b'a Passed 1st time'
2671,43.0,1.0,b'a Passed 1st time'
2672,41.0,1.0,b'a Passed 1st time'
2674,37.0,1.0,b'a Passed 1st time'
2675,26.5,0.0,b'c Failed'
2676,33.5,1.0,b'b Passed 2nd time'
2677,41.0,1.0,b'a Passed 1st time'
2679,38.0,1.0,b'a Passed 1st time'
2681,39.0,1.0,b'a Passed 1st time'
2682,37.0,1.0,b'a Passed 1st time'
2684,36.0,1.0,b'a Passed 1st time'
2685,44.0,1.0,b'a Passed 1st time'
2686,43.0,1.0,b'a Passed 1st time'
2687,34.0,1.0,b'a Passed 1st time'
2690,37.0,1.0,b'a Passed 1st time'
2691,38.0,1.0,b'a Passed 1st time'
